"Address","Occurrences","H1-1","H1-1 Length","H1-2","H1-2 Length","Indexability","Indexability Status"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/2-pauls-maltings/","1","2 Pauls Maltings","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/foam-crest/","1","Foam Crest","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/beachcomber/","1","Beachcomber","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/green-tiles/","1","Green Tiles","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/4-pauls-maltings/","1","4 Pauls Maltings","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/6-the-granary/","1","6 The Granary","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/mow-creek-cottage/","1","Mow Creek Cottage","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/cockle-beach/","1","Cockle Beach","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/2-knights-cottages/","1","2 Knights Cottages","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/2-dormy-house/","1","2 Dormy House","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/quayside/","1","Quayside","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/washington-lodge/","1","Washington Lodge","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/harrier-cottage/","1","Harrier Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sea-view/","1","Sea View","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/scotts-lodge/","1","Scott’s Lodge","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sandbanks/","1","Sandbanks","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/map-search/?start_date=&duration=&sleeps=&dogs=&property=&action=quicksearch&bedrooms=&bathrooms=&village=&has_sea_view=yes","0","","0","","0","Non-Indexable","noindex"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/harbour-cottage/","1","Harbour Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/property-details-print/?propertyID=3401","2","Property Details","16","Violet Heacham","14","Non-Indexable","noindex"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/samphire-cottage/","1","Samphire Cottage","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/lime-cottage/","1","Lime Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/lilac-cottage/","1","Lilac Cottage","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/dolphin-cottage/","1","Dolphin Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/beamish/","1","Beamish","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/josh-cottage/","1","Josh Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/old-barn/","1","Old Barn","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/brent-burn/","1","Brent Burn","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/orchard-house-140/","1","Orchard House 140","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/lapwing/","1","Lapwing","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/beck-cottage/","1","Beck Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/garden-cottage/","1","Garden Cottage","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/pinkleton/","1","Pinkleton","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/linksway-2-bedrooms/","1","Linksway 2 bedrooms","19","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/seal-cottage/","1","Seal Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/lantern-cottage/","1","Lantern Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/skylark/","1","Skylark","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/chadwicks/","1","Chadwicks","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/seawards/","1","Seawards","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/lavender-house/","1","Lavender House","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/rose-cottage/","1","Rose Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/field-cottage-in-brancaster-staithe/","1","Field Cottage in Brancaster Staithe","35","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/garden-house/","1","Garden House","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/1-railway-cottages/","1","1 Railway Cottages","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/lavender-cottage/","1","Lavender Cottage","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/eastwood-house-2-bedrooms/","1","Eastwood House 2 bedrooms","25","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sea-lavender-cottage/","1","Sea Lavender Cottage","20","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/market-lane-house/","1","Market Lane House","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/crows-nest-cottage/","1","Crows Nest Cottage","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-cottage-erpingham-court/","1","The Cottage Erpingham Court","27","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/curlew-cottage-2-bedrooms/","1","Curlew Cottage 2 bedrooms","25","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/old-hunny-cottage/","1","Old Hunny Cottage","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/4-odd-fellows-court/","1","4 Odd Fellows Court","19","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/saltmarshes/","1","Saltmarshes","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/curlew-cottage/","1","Curlew Cottage","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/holly-cottage/","1","Holly Cottage","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/furnace-cottage/","1","Furnace Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/harpers/","1","Harpers","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/fleece-house/","1","Fleece House","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/cherry-tree-cottage/","1","Cherry Tree Cottage","19","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/fortune-cottage/","1","Fortune Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/claremont-house/","1","Claremont House","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-new-cottage/","1","The New Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/turnstone/","1","Turnstone","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/field-cottage-in-docking/","1","Field Cottage in Docking","24","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/edinburgh-house-with-annex/","1","Edinburgh House with Annex","26","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/holly-house/","1","Holly House","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/wren-cottage/","1","Wren Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/langham-house/","1","Langham House","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/honeysuckle-cottage/","1","Honeysuckle Cottage","19","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-stables-manor-court/","1","The Stables Manor Court","23","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/honeystone-mews/","1","Honeystone Mews","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-manse/","1","The Manse","9","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/3-lavender-cottage/","1","3 Lavender Cottage","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/ivy-cottage/","1","Ivy Cottage","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/eastwood-house/","1","Eastwood House","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/little-tern/","1","Little Tern","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/edinburgh-house/","1","Edinburgh House","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/tucwel/","1","Tucwel","6","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/norton-cottage/","1","Norton Cottage","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-hideaway-6a/","1","The Hideaway 6A","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/cornloft-cottage/","1","Cornloft Cottage","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/hilltop-nc/","1","Hilltop NC","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/east-cottage/","1","East Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/3-links-court/","1","3 Links Court","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sandton-house/","1","Sandton House","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/field-house/","1","Field House","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/nelson-lodge/","1","Nelson Lodge","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/kitts-cottage/","1","Kitts Cottage","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/butts-corner-2-bedrooms/","1","Butts Corner 2 bedrooms","23","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/2-hunts-cottages/","1","2 Hunts Cottages","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/3-pond-end-row/","1","3 Pond End Row","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/butts-corner/","1","Butts Corner","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/hare-cottage/","1","Hare Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/pangurs-piece/","1","Pangur’s Piece","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/linksway/","1","Linksway","8","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/map-search/?start_date=&duration=&sleeps=&dogs=&villageorproperty=&bedrooms=&bathrooms=&dogs_by_arrangement=yes&dogs_accepted=yes","0","","0","","0","Non-Indexable","noindex"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/pickles-cottage/","1","Pickles Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/property-details-print/?propertyID=3282","2","Property Details","16","Little Barwick Stanhoe","22","Non-Indexable","noindex"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/holly-house-2-bedrooms/","1","Holly House 2 bedrooms","22","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/la-mouette/","1","La Mouette","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/badgets/","1","Badgets","7","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/saffron-cottage/","1","Saffron Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/garden-folly/","1","Garden Folly","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/5-monteagle/","1","5 Monteagle","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/jeeves-retreat/","1","Jeeves Retreat","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/allpoints-cottage/","1","Allpoints Cottage","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/wellington-cottage/","1","Wellington Cottage","18","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/honeystone/","1","Honeystone","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/old-school-house/","1","Old School House","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/beech-cottage/","1","Beech Cottage","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/windjammer/","1","Windjammer","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/tern-cottage/","1","Tern Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/oak-cottage/","1","Oak Cottage","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/the-foundry/","1","The Foundry","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/3-smugglers-cove/","1","3 Smugglers Cove","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/bliss-cottage/","1","Bliss Cottage","13","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sutton-cottage/","1","Sutton Cottage","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/samphire-barn/","2","Samphire Barn","13","Village","7","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/2-school-row/","1","2 School Row","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/wellfleet-cottage/","1","Wellfleet Cottage","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/bluebell-cottage/","1","Bluebell Cottage","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/truncheons-reach/","1","Truncheon’s Reach","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/seasalt-cottage/","1","Seasalt Cottage","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/star-cottage/","1","Star Cottage","12","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/grasshopper-cottage/","1","Grasshopper Cottage","19","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/mill-view-burnham-norton/","1","Mill View Burnham Norton","24","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/jeeves-hideaway/","1","Jeeves Hideaway","15","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/bailey-wick-cottage/","1","Bailey Wick Cottage","19","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/ellas-cottage/","1","Ella’s Cottage","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/wishlist/","0","","0","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/fox-cottage/","1","Fox Cottage","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/sunset-view/","1","Sunset View","11","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-areas/old-hunstanton-area/","0","","0","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-areas/brancaster-area/","0","","0","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-areas/the-burnhams-area/","0","","0","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/popular-norfolk-holiday-areas/wells-next-the-sea-area/","0","","0","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/boatmans-cottage/","1","Boatman’s Cottage","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/pebble-cottage/","1","Pebble Cottage","14","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/orchard-house-docking/","1","Orchard House Docking","21","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/little-twitchers/","1","Little Twitchers","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/virginia-cottage/","1","Virginia Cottage","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/duckling-cottage/","1","Duckling Cottage","16","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/bonnierigg/","1","Bonnierigg","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/windswept-cottage/","1","Windswept Cottage","17","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/cherryhill/","1","Cherryhill","10","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/2-waterhall-cottages/","1","2 Waterhall Cottages","20","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/property-details-print/?propertyID=5140","2","Property Details","16","Washmeres Houghton Estate","25","Non-Indexable","noindex"
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/field-cottage-in-fring/","1","Field Cottage in Fring","22","","0","Indexable",""
"https://www.sowerbysholidaycottages.co.uk/norfolk-holiday-cottages/hares-end/","1","Hares End","9","","0","Indexable",""
